0	Car	HK	0-100	KM driven	KM/L	Price	Year	Doors	Motor
4903	Renault Scenic	110.0	12.5	117	24.4	114900	2012	5.0	1.5
4904	Nissan Qashqai	115.0	10.6	11	17.9	239900	2017	5.0	1.2
4905	Mazda 2	90.0	9.4	7	22.2	166000	2017	5.0	1.5
4906	Dodge Journey	185.0	10.59702374779633	164	9.7	159900	2008	5.0	2.7
4907	Ford C	125.0	11.4	21	19.6	228888	2017	5.0	1.0
4908	Renault Megane	110.0	10.5	26	14.5	149800	2014	5.0	1.6
4909	Toyota Auris	136.0	10.9	39	20.80671996761461	199800	2014	5.0	1.8
4910	VW Up	75.0	13.9	9	22.2	114900	2014	5.0	1.0
4911	Hyundai i40	141.0	10.8	8	21.7	299900	2017	5.0	1.7
4912	Audi S6	420.0	4.7	85	10.3	749900	2012	5.0	4.0
4913	Citroën C5	110.0	14.0	177	20.0	114800	2011	5.0	1.6
4914	Mazda 2	90.0	9.4	11	22.2	166000	2017	5.0	1.5
4915	Toyota Yaris	99.0	11.7	8	19.6	159900	2017	5.0	1.3
4916	Mazda 3	120.0	8.9	3	19.6	239900	2017	5.0	2.0
4917	VW Passat	105.0	12.5	99	22.7	164900	2011	5.0	1.6
4918	Suzuki Swift	90.0	12.3	31	23.3	109900	2015	5.0	1.2
4919	Mercedes B200	136.0	9.5	118	22.7	199900	2012	5.0	1.8
4920	Peugeot 508	140.0	10.1	174	20.0	129900	2011	5.0	2.0
4921	Opel Astra	110.0	11.0	8	29.4	209900	2017	5.0	1.6
4922	Volvo C30	109.0	11.9	92	20.4	99800	2008	3.0	1.6
4923	Fiat Tipo	120.0	9.8	2	29.4	234800	2017	5.0	1.6
4924	Audi A4	177.0	8.1	51	16.7	359900	2013	5.0	2.0
4925	Peugeot 308	120.0	9.7	61	32.3	199900	2015	5.0	1.6
4926	VW Golf	150.0	8.6	17	19.6	289900	2016	5.0	1.4
4927	Kia Ceed	136.0	9.8	4	27.8	189900	2017	5.0	1.6
4928	Ford Mondeo	150.0	10.0	145	20.4	239800	2015	5.0	2.0
4929	BMW 525d	218.0	7.3	57	18.5	459800	2014	5.0	2.0
4930	Renault Clio	90.0	10.59702374779633	8	23.8	128900	2017	5.0	0.9
4931	Ford Galaxy	150.0	10.9	3	20.0	399900	2015	5.0	2.0
4932	Renault Clio	75.0	15.4	9	17.9	119900	2016	5.0	1.2
4933	Renault Scenic	110.0	12.5	117	24.4	114900	2012	5.0	1.5
4934	Nissan Qashqai	115.0	10.6	11	17.9	239900	2017	5.0	1.2
4935	Mazda 2	90.0	9.4	7	22.2	166000	2017	5.0	1.5
4936	Dodge Journey	185.0	10.59702374779633	164	9.7	159900	2008	5.0	2.7
4937	Ford C	125.0	11.4	21	19.6	228888	2017	5.0	1.0
4938	Renault Megane	110.0	10.5	26	14.5	149800	2014	5.0	1.6
4939	Toyota Auris	136.0	10.9	39	20.80671996761461	199800	2014	5.0	1.8
4940	VW Up	75.0	13.9	9	22.2	114900	2014	5.0	1.0
4941	Hyundai i40	141.0	10.8	8	21.7	299900	2017	5.0	1.7
4942	Audi S6	420.0	4.7	85	10.3	749900	2012	5.0	4.0
4943	Citroën C5	110.0	14.0	177	20.0	114800	2011	5.0	1.6
4944	Mazda 2	90.0	9.4	11	22.2	166000	2017	5.0	1.5
4945	Toyota Yaris	99.0	11.7	8	19.6	159900	2017	5.0	1.3
4946	Mazda 3	120.0	8.9	3	19.6	239900	2017	5.0	2.0
4947	VW Passat	105.0	12.5	99	22.7	164900	2011	5.0	1.6
4948	Suzuki Swift	90.0	12.3	31	23.3	109900	2015	5.0	1.2
4949	Mercedes B200	136.0	9.5	118	22.7	199900	2012	5.0	1.8
4950	Peugeot 508	140.0	10.1	174	20.0	129900	2011	5.0	2.0
4951	Opel Astra	110.0	11.0	8	29.4	209900	2017	5.0	1.6
4952	Volvo C30	109.0	11.9	92	20.4	99800	2008	3.0	1.6
4953	Fiat Tipo	120.0	9.8	2	29.4	234800	2017	5.0	1.6
4954	Audi A4	177.0	8.1	51	16.7	359900	2013	5.0	2.0
4955	Peugeot 308	120.0	9.7	61	32.3	199900	2015	5.0	1.6
4956	VW Golf	150.0	8.6	17	19.6	289900	2016	5.0	1.4
4957	Kia Ceed	136.0	9.8	4	27.8	189900	2017	5.0	1.6
4958	Ford Mondeo	150.0	10.0	145	20.4	239800	2015	5.0	2.0
4959	BMW 525d	218.0	7.3	57	18.5	459800	2014	5.0	2.0
4960	Renault Clio	90.0	10.59702374779633	8	23.8	128900	2017	5.0	0.9
4961	Ford Galaxy	150.0	10.9	3	20.0	399900	2015	5.0	2.0
4962	Renault Clio	75.0	15.4	9	17.9	119900	2016	5.0	1.2
4963	Renault Scenic	110.0	12.5	117	24.4	114900	2012	5.0	1.5
4964	Nissan Qashqai	115.0	10.6	11	17.9	239900	2017	5.0	1.2
4965	Mazda 2	90.0	9.4	7	22.2	166000	2017	5.0	1.5
4966	Dodge Journey	185.0	10.59702374779633	164	9.7	159900	2008	5.0	2.7
4967	Ford C	125.0	11.4	21	19.6	228888	2017	5.0	1.0
4968	Renault Megane	110.0	10.5	26	14.5	149800	2014	5.0	1.6
4969	Toyota Auris	136.0	10.9	39	20.80671996761461	199800	2014	5.0	1.8
4970	VW Up	75.0	13.9	9	22.2	114900	2014	5.0	1.0
4971	Hyundai i40	141.0	10.8	8	21.7	299900	2017	5.0	1.7
4972	Audi S6	420.0	4.7	85	10.3	749900	2012	5.0	4.0
4973	Citroën C5	110.0	14.0	177	20.0	114800	2011	5.0	1.6
4974	Mazda 2	90.0	9.4	11	22.2	166000	2017	5.0	1.5
4975	Mazda 3	120.0	8.9	3	19.6	239900	2017	5.0	2.0
4976	VW Passat	105.0	12.5	99	22.7	164900	2011	5.0	1.6
4977	Suzuki Swift	90.0	12.3	31	23.3	109900	2015	5.0	1.2
4978	Mercedes B200	136.0	9.5	118	22.7	199900	2012	5.0	1.8
4979	Peugeot 508	140.0	10.1	174	20.0	129900	2011	5.0	2.0
4980	Opel Astra	110.0	11.0	8	29.4	209900	2017	5.0	1.6
4981	Volvo C30	109.0	11.9	92	20.4	99800	2008	3.0	1.6
4982	Fiat Tipo	120.0	9.8	2	29.4	234800	2017	5.0	1.6
4983	Audi A4	177.0	8.1	51	16.7	359900	2013	5.0	2.0
4984	Peugeot 308	120.0	9.7	61	32.3	199900	2015	5.0	1.6
4985	VW Golf	150.0	8.6	17	19.6	289900	2016	5.0	1.4
4986	Kia Ceed	136.0	9.8	4	27.8	189900	2017	5.0	1.6
4987	Ford Mondeo	150.0	10.0	145	20.4	239800	2015	5.0	2.0
4988	BMW 525d	218.0	7.3	57	18.5	459800	2014	5.0	2.0
4989	Renault Clio	90.0	10.59702374779633	8	23.8	128900	2017	5.0	0.9
4990	Ford Galaxy	150.0	10.9	3	20.0	399900	2015	5.0	2.0
4991	Renault Clio	75.0	15.4	9	17.9	119900	2016	5.0	1.2
4992	Renault Scenic	110.0	12.5	117	24.4	114900	2012	5.0	1.5
4993	Nissan Qashqai	115.0	10.6	11	17.9	239900	2017	5.0	1.2
4994	Mazda 2	90.0	9.4	7	22.2	166000	2017	5.0	1.5
4995	Dodge Journey	185.0	10.59702374779633	164	9.7	159900	2008	5.0	2.7
4996	Ford C	125.0	11.4	21	19.6	228888	2017	5.0	1.0
4997	Renault Megane	110.0	10.5	26	14.5	149800	2014	5.0	1.6
4998	Toyota Auris	136.0	10.9	39	20.80671996761461	199800	2014	5.0	1.8
4999	VW Up	75.0	13.9	9	22.2	114900	2014	5.0	1.0
5000	Hyundai i40	141.0	10.8	8	21.7	299900	2017	5.0	1.7
5001	Audi S6	420.0	4.7	85	10.3	749900	2012	5.0	4.0
5002	Citroën C5	110.0	14.0	177	20.0	114800	2011	5.0	1.6
5003	Mazda 2	90.0	9.4	11	22.2	166000	2017	5.0	1.5
5004	Toyota Yaris	99.0	11.7	8	19.6	159900	2017	5.0	1.3
5005	Mazda 3	120.0	8.9	3	19.6	239900	2017	5.0	2.0
5006	VW Passat	105.0	12.5	99	22.7	164900	2011	5.0	1.6
5007	Suzuki Swift	90.0	12.3	31	23.3	109900	2015	5.0	1.2
5008	Mercedes B200	136.0	9.5	118	22.7	199900	2012	5.0	1.8
5009	Peugeot 508	140.0	10.1	174	20.0	129900	2011	5.0	2.0
5010	Opel Astra	110.0	11.0	8	29.4	209900	2017	5.0	1.6
5011	Volvo C30	109.0	11.9	92	20.4	99800	2008	3.0	1.6
5012	Fiat Tipo	120.0	9.8	2	29.4	234800	2017	5.0	1.6
5013	Audi A4	177.0	8.1	51	16.7	359900	2013	5.0	2.0
5014	Peugeot 308	120.0	9.7	61	32.3	199900	2015	5.0	1.6
5015	VW Golf	150.0	8.6	17	19.6	289900	2016	5.0	1.4
5016	Kia Ceed	136.0	9.8	4	27.8	189900	2017	5.0	1.6
5017	Ford Mondeo	150.0	10.0	145	20.4	239800	2015	5.0	2.0
5018	BMW 525d	218.0	7.3	57	18.5	459800	2014	5.0	2.0
5019	Renault Clio	90.0	10.59702374779633	8	23.8	128900	2017	5.0	0.9
5020	Ford Galaxy	150.0	10.9	3	20.0	399900	2015	5.0	2.0
5021	Renault Clio	75.0	15.4	9	17.9	119900	2016	5.0	1.2
5022	Renault Scenic	110.0	12.5	117	24.4	114900	2012	5.0	1.5
5023	Nissan Qashqai	115.0	10.6	11	17.9	239900	2017	5.0	1.2
5024	Mazda 2	90.0	9.4	7	22.2	166000	2017	5.0	1.5
5025	Dodge Journey	185.0	10.59702374779633	164	9.7	159900	2008	5.0	2.7
5026	Ford C	125.0	11.4	21	19.6	228888	2017	5.0	1.0
5027	Renault Megane	110.0	10.5	26	14.5	149800	2014	5.0	1.6
5028	Toyota Auris	136.0	10.9	39	20.80671996761461	199800	2014	5.0	1.8
5029	VW Up	75.0	13.9	9	22.2	114900	2014	5.0	1.0
5030	Hyundai i40	141.0	10.8	8	21.7	299900	2017	5.0	1.7
5031	Audi S6	420.0	4.7	85	10.3	749900	2012	5.0	4.0
5032	Citroën C5	110.0	14.0	177	20.0	114800	2011	5.0	1.6
5033	Mazda 2	90.0	9.4	11	22.2	166000	2017	5.0	1.5
5034	Mazda 3	120.0	8.9	3	19.6	239900	2017	5.0	2.0
5035	VW Passat	105.0	12.5	99	22.7	164900	2011	5.0	1.6
5036	Suzuki Swift	90.0	12.3	31	23.3	109900	2015	5.0	1.2
5037	Mercedes B200	136.0	9.5	118	22.7	199900	2012	5.0	1.8
5038	Peugeot 508	140.0	10.1	174	20.0	129900	2011	5.0	2.0
5039	Opel Astra	110.0	11.0	8	29.4	209900	2017	5.0	1.6
5040	Volvo C30	109.0	11.9	92	20.4	99800	2008	3.0	1.6
5041	Fiat Tipo	120.0	9.8	2	29.4	234800	2017	5.0	1.6
5042	Audi A4	177.0	8.1	51	16.7	359900	2013	5.0	2.0
5043	Peugeot 308	120.0	9.7	61	32.3	199900	2015	5.0	1.6
5044	VW Golf	150.0	8.6	17	19.6	289900	2016	5.0	1.4
5045	Kia Ceed	136.0	9.8	4	27.8	189900	2017	5.0	1.6
5046	Ford Mondeo	150.0	10.0	145	20.4	239800	2015	5.0	2.0
5047	BMW 525d	218.0	7.3	57	18.5	459800	2014	5.0	2.0
5048	Renault Clio	90.0	10.59702374779633	8	23.8	128900	2017	5.0	0.9
5049	Ford Galaxy	150.0	10.9	3	20.0	399900	2015	5.0	2.0
5050	Renault Clio	75.0	15.4	9	17.9	119900	2016	5.0	1.2
5051	Renault Scenic	110.0	12.5	117	24.4	114900	2012	5.0	1.5
5052	Nissan Qashqai	115.0	10.6	11	17.9	239900	2017	5.0	1.2
5053	Mazda 2	90.0	9.4	7	22.2	166000	2017	5.0	1.5
5054	Dodge Journey	185.0	10.59702374779633	164	9.7	159900	2008	5.0	2.7
5055	Ford C	125.0	11.4	21	19.6	228888	2017	5.0	1.0
5056	Renault Megane	110.0	10.5	26	14.5	149800	2014	5.0	1.6
5057	Toyota Auris	136.0	10.9	39	20.80671996761461	199800	2014	5.0	1.8
5058	VW Up	75.0	13.9	9	22.2	114900	2014	5.0	1.0
5059	Hyundai i40	141.0	10.8	8	21.7	299900	2017	5.0	1.7
5060	Audi S6	420.0	4.7	85	10.3	749900	2012	5.0	4.0
5061	Citroën C5	110.0	14.0	177	20.0	114800	2011	5.0	1.6
5062	Mazda 2	90.0	9.4	11	22.2	166000	2017	5.0	1.5
5063	Mazda 3	120.0	8.9	3	19.6	239900	2017	5.0	2.0
5064	VW Passat	105.0	12.5	99	22.7	164900	2011	5.0	1.6
5065	Suzuki Swift	90.0	12.3	31	23.3	109900	2015	5.0	1.2
5066	Mercedes B200	136.0	9.5	118	22.7	199900	2012	5.0	1.8
5067	Peugeot 508	140.0	10.1	174	20.0	129900	2011	5.0	2.0
5068	Opel Astra	110.0	11.0	8	29.4	209900	2017	5.0	1.6
5069	Volvo C30	109.0	11.9	92	20.4	99800	2008	3.0	1.6
5070	Fiat Tipo	120.0	9.8	2	29.4	234800	2017	5.0	1.6
5071	Audi A4	177.0	8.1	51	16.7	359900	2013	5.0	2.0
5072	Peugeot 308	120.0	9.7	61	32.3	199900	2015	5.0	1.6
5073	VW Golf	150.0	8.6	17	19.6	289900	2016	5.0	1.4
5074	Kia Ceed	136.0	9.8	4	27.8	189900	2017	5.0	1.6
5075	Ford Mondeo	150.0	10.0	145	20.4	239800	2015	5.0	2.0
5076	BMW 525d	218.0	7.3	57	18.5	459800	2014	5.0	2.0
5077	Renault Clio	90.0	10.59702374779633	8	23.8	128900	2017	5.0	0.9
5078	Ford Galaxy	150.0	10.9	3	20.0	399900	2015	5.0	2.0
5079	Renault Clio	75.0	15.4	9	17.9	119900	2016	5.0	1.2
5080	Renault Scenic	110.0	12.5	117	24.4	114900	2012	5.0	1.5
5081	Nissan Qashqai	115.0	10.6	11	17.9	239900	2017	5.0	1.2
5082	Mazda 2	90.0	9.4	7	22.2	166000	2017	5.0	1.5
5083	Dodge Journey	185.0	10.59702374779633	164	9.7	159900	2008	5.0	2.7
5084	Ford C	125.0	11.4	21	19.6	228888	2017	5.0	1.0
5085	Renault Megane	110.0	10.5	26	14.5	149800	2014	5.0	1.6
5086	Toyota Auris	136.0	10.9	39	20.80671996761461	199800	2014	5.0	1.8
5087	VW Up	75.0	13.9	9	22.2	114900	2014	5.0	1.0
5088	Hyundai i40	141.0	10.8	8	21.7	299900	2017	5.0	1.7
5089	Audi S6	420.0	4.7	85	10.3	749900	2012	5.0	4.0
5090	Citroën C5	110.0	14.0	177	20.0	114800	2011	5.0	1.6
5091	Mazda 2	90.0	9.4	11	22.2	166000	2017	5.0	1.5
5092	Toyota Yaris	99.0	11.7	8	19.6	159900	2017	5.0	1.3
5093	Mazda 3	120.0	8.9	3	19.6	239900	2017	5.0	2.0
5094	VW Passat	105.0	12.5	99	22.7	164900	2011	5.0	1.6
5095	Suzuki Swift	90.0	12.3	31	23.3	109900	2015	5.0	1.2
5096	Mercedes B200	136.0	9.5	118	22.7	199900	2012	5.0	1.8
5097	Peugeot 508	140.0	10.1	174	20.0	129900	2011	5.0	2.0
5098	Opel Astra	110.0	11.0	8	29.4	209900	2017	5.0	1.6
5099	Volvo C30	109.0	11.9	92	20.4	99800	2008	3.0	1.6
5100	Fiat Tipo	120.0	9.8	2	29.4	234800	2017	5.0	1.6
5101	Audi A4	177.0	8.1	51	16.7	359900	2013	5.0	2.0
5102	Peugeot 308	120.0	9.7	61	32.3	199900	2015	5.0	1.6
5103	VW Golf	150.0	8.6	17	19.6	289900	2016	5.0	1.4
5104	Kia Ceed	136.0	9.8	4	27.8	189900	2017	5.0	1.6
5105	Ford Mondeo	150.0	10.0	145	20.4	239800	2015	5.0	2.0
5106	BMW 525d	218.0	7.3	57	18.5	459800	2014	5.0	2.0
5107	Renault Clio	90.0	10.59702374779633	8	23.8	128900	2017	5.0	0.9
5108	Ford Galaxy	150.0	10.9	3	20.0	399900	2015	5.0	2.0
5109	Renault Clio	75.0	15.4	9	17.9	119900	2016	5.0	1.2
5110	Renault Scenic	110.0	12.5	117	24.4	114900	2012	5.0	1.5
5111	Nissan Qashqai	115.0	10.6	11	17.9	239900	2017	5.0	1.2
5112	Mazda 2	90.0	9.4	7	22.2	166000	2017	5.0	1.5
5113	Dodge Journey	185.0	10.59702374779633	164	9.7	159900	2008	5.0	2.7
5114	Ford C	125.0	11.4	21	19.6	228888	2017	5.0	1.0
5115	Renault Megane	110.0	10.5	26	14.5	149800	2014	5.0	1.6
5116	Toyota Auris	136.0	10.9	39	20.80671996761461	199800	2014	5.0	1.8
5117	VW Up	75.0	13.9	9	22.2	114900	2014	5.0	1.0
5118	Hyundai i40	141.0	10.8	8	21.7	299900	2017	5.0	1.7
5119	Audi S6	420.0	4.7	85	10.3	749900	2012	5.0	4.0
5120	Citroën C5	110.0	14.0	177	20.0	114800	2011	5.0	1.6
5121	Mazda 2	90.0	9.4	11	22.2	166000	2017	5.0	1.5
5122	Mazda 3	120.0	8.9	3	19.6	239900	2017	5.0	2.0
5123	VW Passat	105.0	12.5	99	22.7	164900	2011	5.0	1.6
5124	Suzuki Swift	90.0	12.3	31	23.3	109900	2015	5.0	1.2
5125	Mercedes B200	136.0	9.5	118	22.7	199900	2012	5.0	1.8
5126	Peugeot 508	140.0	10.1	174	20.0	129900	2011	5.0	2.0
5127	Opel Astra	110.0	11.0	8	29.4	209900	2017	5.0	1.6
5128	Volvo C30	109.0	11.9	92	20.4	99800	2008	3.0	1.6
5129	Fiat Tipo	120.0	9.8	2	29.4	234800	2017	5.0	1.6
5130	Audi A4	177.0	8.1	51	16.7	359900	2013	5.0	2.0
5131	Peugeot 308	120.0	9.7	61	32.3	199900	2015	5.0	1.6
5132	VW Golf	150.0	8.6	17	19.6	289900	2016	5.0	1.4
5133	Kia Ceed	136.0	9.8	4	27.8	189900	2017	5.0	1.6
5134	Ford Mondeo	150.0	10.0	145	20.4	239800	2015	5.0	2.0
5135	BMW 525d	218.0	7.3	57	18.5	459800	2014	5.0	2.0
5136	Renault Clio	90.0	10.59702374779633	8	23.8	128900	2017	5.0	0.9
5137	Ford Galaxy	150.0	10.9	3	20.0	399900	2015	5.0	2.0
5138	Renault Clio	75.0	15.4	9	17.9	119900	2016	5.0	1.2
5139	Renault Scenic	110.0	12.5	117	24.4	114900	2012	5.0	1.5
5140	Nissan Qashqai	115.0	10.6	11	17.9	239900	2017	5.0	1.2
5141	Mazda 2	90.0	9.4	7	22.2	166000	2017	5.0	1.5
5142	Dodge Journey	185.0	10.59702374779633	164	9.7	159900	2008	5.0	2.7
5143	Ford C	125.0	11.4	21	19.6	228888	2017	5.0	1.0
5144	Renault Megane	110.0	10.5	26	14.5	149800	2014	5.0	1.6
5145	Toyota Auris	136.0	10.9	39	20.80671996761461	199800	2014	5.0	1.8
5146	VW Up	75.0	13.9	9	22.2	114900	2014	5.0	1.0
5147	Hyundai i40	141.0	10.8	8	21.7	299900	2017	5.0	1.7
5148	Audi S6	420.0	4.7	85	10.3	749900	2012	5.0	4.0
5149	Citroën C5	110.0	14.0	177	20.0	114800	2011	5.0	1.6
5150	Mazda 2	90.0	9.4	11	22.2	166000	2017	5.0	1.5
5151	Mazda 3	120.0	8.9	3	19.6	239900	2017	5.0	2.0
5152	VW Passat	105.0	12.5	99	22.7	164900	2011	5.0	1.6
5153	Suzuki Swift	90.0	12.3	31	23.3	109900	2015	5.0	1.2
5154	Mercedes B200	136.0	9.5	118	22.7	199900	2012	5.0	1.8
5155	Peugeot 508	140.0	10.1	174	20.0	129900	2011	5.0	2.0
5156	Opel Astra	110.0	11.0	8	29.4	209900	2017	5.0	1.6
5157	Volvo C30	109.0	11.9	92	20.4	99800	2008	3.0	1.6
5158	Fiat Tipo	120.0	9.8	2	29.4	234800	2017	5.0	1.6
5159	Audi A4	177.0	8.1	51	16.7	359900	2013	5.0	2.0
5160	Peugeot 308	120.0	9.7	61	32.3	199900	2015	5.0	1.6
5161	VW Golf	150.0	8.6	17	19.6	289900	2016	5.0	1.4
5162	Kia Ceed	136.0	9.8	4	27.8	189900	2017	5.0	1.6
5163	Ford Mondeo	150.0	10.0	145	20.4	239800	2015	5.0	2.0
5164	BMW 525d	218.0	7.3	57	18.5	459800	2014	5.0	2.0
5165	Renault Clio	90.0	10.59702374779633	8	23.8	128900	2017	5.0	0.9
5166	Ford Galaxy	150.0	10.9	3	20.0	399900	2015	5.0	2.0
5167	Renault Clio	75.0	15.4	9	17.9	119900	2016	5.0	1.2
5168	Renault Scenic	110.0	12.5	117	24.4	114900	2012	5.0	1.5
5169	Nissan Qashqai	115.0	10.6	11	17.9	239900	2017	5.0	1.2
5170	Mazda 2	90.0	9.4	7	22.2	166000	2017	5.0	1.5
5171	Dodge Journey	185.0	10.59702374779633	164	9.7	159900	2008	5.0	2.7
5172	Ford C	125.0	11.4	21	19.6	228888	2017	5.0	1.0
5173	Renault Megane	110.0	10.5	26	14.5	149800	2014	5.0	1.6
5174	Toyota Auris	136.0	10.9	39	20.80671996761461	199800	2014	5.0	1.8
5175	VW Up	75.0	13.9	9	22.2	114900	2014	5.0	1.0
5176	Hyundai i40	141.0	10.8	8	21.7	299900	2017	5.0	1.7
5177	Audi S6	420.0	4.7	85	10.3	749900	2012	5.0	4.0
5178	Citroën C5	110.0	14.0	177	20.0	114800	2011	5.0	1.6
5179	Mazda 2	90.0	9.4	11	22.2	166000	2017	5.0	1.5
5180	Mazda 3	120.0	8.9	3	19.6	239900	2017	5.0	2.0
5181	VW Passat	105.0	12.5	99	22.7	164900	2011	5.0	1.6
5182	Suzuki Swift	90.0	12.3	31	23.3	109900	2015	5.0	1.2
5183	Mercedes B200	136.0	9.5	118	22.7	199900	2012	5.0	1.8
5184	Peugeot 508	140.0	10.1	174	20.0	129900	2011	5.0	2.0
5185	Opel Astra	110.0	11.0	8	29.4	209900	2017	5.0	1.6
5186	Volvo C30	109.0	11.9	92	20.4	99800	2008	3.0	1.6
5187	Fiat Tipo	120.0	9.8	2	29.4	234800	2017	5.0	1.6
5188	Audi A4	177.0	8.1	51	16.7	359900	2013	5.0	2.0
5189	Peugeot 308	120.0	9.7	61	32.3	199900	2015	5.0	1.6
5190	VW Golf	150.0	8.6	17	19.6	289900	2016	5.0	1.4
5191	Kia Ceed	136.0	9.8	4	27.8	189900	2017	5.0	1.6
5192	Ford Mondeo	150.0	10.0	145	20.4	239800	2015	5.0	2.0
5193	BMW 525d	218.0	7.3	57	18.5	459800	2014	5.0	2.0
5194	Renault Clio	90.0	10.59702374779633	8	23.8	128900	2017	5.0	0.9
5195	Ford Galaxy	150.0	10.9	3	20.0	399900	2015	5.0	2.0
5196	Renault Clio	75.0	15.4	9	17.9	119900	2016	5.0	1.2
5197	Renault Scenic	110.0	12.5	117	24.4	114900	2012	5.0	1.5
5198	Nissan Qashqai	115.0	10.6	11	17.9	239900	2017	5.0	1.2
5199	Mazda 2	90.0	9.4	7	22.2	166000	2017	5.0	1.5
5200	Dodge Journey	185.0	10.59702374779633	164	9.7	159900	2008	5.0	2.7
5201	Ford C	125.0	11.4	21	19.6	228888	2017	5.0	1.0
5202	Renault Megane	110.0	10.5	26	14.5	149800	2014	5.0	1.6
5203	Toyota Auris	136.0	10.9	39	20.80671996761461	199800	2014	5.0	1.8
5204	VW Up	75.0	13.9	9	22.2	114900	2014	5.0	1.0
5205	Hyundai i40	141.0	10.8	8	21.7	299900	2017	5.0	1.7
5206	Audi S6	420.0	4.7	85	10.3	749900	2012	5.0	4.0
5207	Citroën C5	110.0	14.0	177	20.0	114800	2011	5.0	1.6
5208	Mazda 2	90.0	9.4	11	22.2	166000	2017	5.0	1.5
5209	Mazda 3	120.0	8.9	3	19.6	239900	2017	5.0	2.0
5210	VW Passat	105.0	12.5	99	22.7	164900	2011	5.0	1.6
5211	Suzuki Swift	90.0	12.3	31	23.3	109900	2015	5.0	1.2
5212	Mercedes B200	136.0	9.5	118	22.7	199900	2012	5.0	1.8
5213	Peugeot 508	140.0	10.1	174	20.0	129900	2011	5.0	2.0
5214	Opel Astra	110.0	11.0	8	29.4	209900	2017	5.0	1.6
5215	Volvo C30	109.0	11.9	92	20.4	99800	2008	3.0	1.6
5216	Fiat Tipo	120.0	9.8	2	29.4	234800	2017	5.0	1.6
5217	Audi A4	177.0	8.1	51	16.7	359900	2013	5.0	2.0
5218	Peugeot 308	120.0	9.7	61	32.3	199900	2015	5.0	1.6
5219	VW Golf	150.0	8.6	17	19.6	289900	2016	5.0	1.4
5220	Kia Ceed	136.0	9.8	4	27.8	189900	2017	5.0	1.6
5221	Ford Mondeo	150.0	10.0	145	20.4	239800	2015	5.0	2.0
5222	BMW 525d	218.0	7.3	57	18.5	459800	2014	5.0	2.0
5223	Renault Clio	90.0	10.59702374779633	8	23.8	128900	2017	5.0	0.9
5224	Ford Galaxy	150.0	10.9	3	20.0	399900	2015	5.0	2.0
5225	Renault Clio	75.0	15.4	9	17.9	119900	2016	5.0	1.2
5226	Renault Scenic	110.0	12.5	117	24.4	114900	2012	5.0	1.5
5227	Nissan Qashqai	115.0	10.6	11	17.9	239900	2017	5.0	1.2
5228	Mazda 2	90.0	9.4	7	22.2	166000	2017	5.0	1.5
5229	Dodge Journey	185.0	10.59702374779633	164	9.7	159900	2008	5.0	2.7
5230	Ford C	125.0	11.4	21	19.6	228888	2017	5.0	1.0
5231	Renault Megane	110.0	10.5	26	14.5	149800	2014	5.0	1.6
5232	Toyota Auris	136.0	10.9	39	20.80671996761461	199800	2014	5.0	1.8
5233	VW Up	75.0	13.9	9	22.2	114900	2014	5.0	1.0
5234	Hyundai i40	141.0	10.8	8	21.7	299900	2017	5.0	1.7
5235	Audi S6	420.0	4.7	85	10.3	749900	2012	5.0	4.0
5236	Citroën C5	110.0	14.0	177	20.0	114800	2011	5.0	1.6
5237	Mazda 2	90.0	9.4	11	22.2	166000	2017	5.0	1.5
5238	Mazda 3	120.0	8.9	3	19.6	239900	2017	5.0	2.0
5239	VW Passat	105.0	12.5	99	22.7	164900	2011	5.0	1.6
5240	Suzuki Swift	90.0	12.3	31	23.3	109900	2015	5.0	1.2
5241	Mercedes B200	136.0	9.5	118	22.7	199900	2012	5.0	1.8
5242	Peugeot 508	140.0	10.1	174	20.0	129900	2011	5.0	2.0
5243	Opel Astra	110.0	11.0	8	29.4	209900	2017	5.0	1.6
5244	Volvo C30	109.0	11.9	92	20.4	99800	2008	3.0	1.6
5245	Fiat Tipo	120.0	9.8	2	29.4	234800	2017	5.0	1.6
5246	Audi A4	177.0	8.1	51	16.7	359900	2013	5.0	2.0
5247	Peugeot 308	120.0	9.7	61	32.3	199900	2015	5.0	1.6
5248	VW Golf	150.0	8.6	17	19.6	289900	2016	5.0	1.4
5249	Kia Ceed	136.0	9.8	4	27.8	189900	2017	5.0	1.6
5250	Ford Mondeo	150.0	10.0	145	20.4	239800	2015	5.0	2.0
5251	BMW 525d	218.0	7.3	57	18.5	459800	2014	5.0	2.0
5252	Renault Clio	90.0	10.59702374779633	8	23.8	128900	2017	5.0	0.9
5253	Ford Galaxy	150.0	10.9	3	20.0	399900	2015	5.0	2.0
5254	Renault Clio	75.0	15.4	9	17.9	119900	2016	5.0	1.2
5255	Renault Scenic	110.0	12.5	117	24.4	114900	2012	5.0	1.5
5256	Nissan Qashqai	115.0	10.6	11	17.9	239900	2017	5.0	1.2
5257	Mazda 2	90.0	9.4	7	22.2	166000	2017	5.0	1.5
5258	Dodge Journey	185.0	10.59702374779633	164	9.7	159900	2008	5.0	2.7
5259	Ford C	125.0	11.4	21	19.6	228888	2017	5.0	1.0
5260	Renault Megane	110.0	10.5	26	14.5	149800	2014	5.0	1.6
5261	Toyota Auris	136.0	10.9	39	20.80671996761461	199800	2014	5.0	1.8
